"indicator1","indicator2","indicator3","X","Y","Z","X,Y","Y,Z","X,Z","X,Y,Z","pop"
"blank1","blank2","ext",100,100,1,100,1,1,1,5614932
"blank1","blank2","female",100,100,,100,,,,5614932
"blank1","blank2","fifteento49",100,100,,100,,,,5614932
"blank1","blank2","fiveto14",100,100,,100,,,,5614932
"blank1","blank2","gt49",100,100,,100,,,,5614932
"blank1","blank2","higher",,,,,,,,5614932
"blank1","blank2","male",100,100,,100,,,,5614932
"blank1","blank2","no.birth.reg",,,,,,,,5614932
"blank1","blank2","no.educ",,,,,,,,5614932
"blank1","blank2","no.skilled.attendant",,,,,,,,5614932
"blank1","blank2","non.p20",100,100,99,100,99,99,99,5614932
"blank1","blank2","p20",100,100,1,100,1,1,1,5614932
"blank1","blank2","primary",,,,,,,,5614932
"blank1","blank2","rural",100,100,,100,,,,5614932
"blank1","blank2","secondary",,,,,,,,5614932
"blank1","blank2","stunted",,,,,,,,5614932
"blank1","blank2","under5",100,100,,100,,,,5614932
"blank1","blank2","urban",100,100,,100,,,,5614932
"blank1","ext","female",100,1,,1,,,,5614932
"blank1","ext","fifteento49",100,1,,1,,,,5614932
"blank1","ext","fiveto14",100,1,,1,,,,5614932
"blank1","ext","gt49",100,1,,1,,,,5614932
"blank1","ext","higher",,,,,,,,5614932
"blank1","ext","male",100,1,,1,,,,5614932
"blank1","ext","no.birth.reg",,,,,,,,5614932
"blank1","ext","no.educ",,,,,,,,5614932
"blank1","ext","no.skilled.attendant",,,,,,,,5614932
"blank1","ext","non.p20",100,1,99,1,0,99,0,5614932
"blank1","ext","p20",100,1,1,1,1,1,1,5614932
"blank1","ext","primary",,,,,,,,5614932
"blank1","ext","rural",100,1,,1,,,,5614932
"blank1","ext","secondary",,,,,,,,5614932
"blank1","ext","stunted",,,,,,,,5614932
"blank1","ext","under5",100,1,,1,,,,5614932
"blank1","ext","urban",100,1,,1,,,,5614932
"blank1","female","fifteento49",100,,,,,,,5614932
"blank1","female","fiveto14",100,,,,,,,5614932
