"indicator1","indicator2","indicator3","X","Y","Z","X,Y","Y,Z","X,Z","X,Y,Z","pop"
"blank1","blank2","ext",100,100,52,100,52,52,52,16592097
"blank1","blank2","female",100,100,50,100,50,50,50,16592097
"blank1","blank2","fifteento49",100,100,37,100,37,37,37,16592097
"blank1","blank2","fiveto14",100,100,33,100,33,33,33,16592097
"blank1","blank2","gt49",100,100,12,100,12,12,12,16592097
"blank1","blank2","higher",100,100,2,100,2,2,2,5537501
"blank1","blank2","male",100,100,50,100,50,50,50,16592097
"blank1","blank2","no.birth.reg",100,100,15,100,15,15,15,3148212
"blank1","blank2","no.educ",100,100,87,100,87,87,87,5537501
"blank1","blank2","no.skilled.attendant",100,100,51,100,51,51,51,3620997
"blank1","blank2","non.p20",100,100,30,100,30,30,30,16592097
"blank1","blank2","p20",100,100,70,100,70,70,70,16592097
"blank1","blank2","primary",100,100,13,100,13,13,13,5537501
"blank1","blank2","rural",100,100,78,100,78,78,78,16592097
"blank1","blank2","secondary",100,100,4,100,4,4,4,5537501
"blank1","blank2","stunted",100,100,34,100,34,34,34,3148212
"blank1","blank2","under5",100,100,19,100,19,19,19,16592097
"blank1","blank2","urban",100,100,22,100,22,22,22,16592097
"blank1","ext","female",100,52,50,52,26,50,26,16592097
"blank1","ext","fifteento49",100,52,37,52,18,37,18,16592097
"blank1","ext","fiveto14",100,52,33,52,17,33,17,16592097
"blank1","ext","gt49",100,52,12,52,7,12,7,16592097
"blank1","ext","higher",100,52,2,52,0,2,0,5537501
"blank1","ext","male",100,52,50,52,26,50,26,16592097
"blank1","ext","no.birth.reg",100,54,15,54,12,15,12,3148212
"blank1","ext","no.educ",100,52,87,52,51,87,51,5537501
"blank1","ext","no.skilled.attendant",100,48,51,48,31,51,31,3620997
"blank1","ext","non.p20",100,52,30,52,0,30,0,16592097
"blank1","ext","p20",100,52,70,52,52,70,52,16592097
"blank1","ext","primary",100,52,13,52,1,13,1,5537501
"blank1","ext","rural",100,52,78,52,51,78,51,16592097
"blank1","ext","secondary",100,52,4,52,0,4,0,5537501
"blank1","ext","stunted",100,54,34,54,14,34,14,3148212
"blank1","ext","under5",100,52,19,52,10,19,10,16592097
"blank1","ext","urban",100,52,22,52,0,22,0,16592097
"blank1","female","fifteento49",100,50,37,50,20,37,20,16592097
"blank1","female","fiveto14",100,50,33,50,16,33,16,16592097
"blank1","female","gt49",100,50,12,50,5,12,5,16592097
"blank1","female","higher",100,51,2,51,0,2,0,5537501
"blank1","female","male",100,50,50,50,0,50,0,16592097
"blank1","female","no.birth.reg",100,49,15,49,8,15,8,3148212
"blank1","female","no.educ",100,51,87,51,46,87,46,5537501
"blank1","female","no.skilled.attendant",100,100,51,100,51,51,51,3620997
"blank1","female","non.p20",100,50,30,50,15,30,15,16592097
"blank1","female","p20",100,50,70,50,35,70,35,16592097
"blank1","female","primary",100,51,13,51,4,13,4,5537501
"blank1","female","rural",100,50,78,50,39,78,39,16592097
"blank1","female","secondary",100,51,4,51,1,4,1,5537501
"blank1","female","stunted",100,49,34,49,10,34,10,3148212
"blank1","female","under5",100,50,19,50,9,19,9,16592097
"blank1","female","urban",100,50,22,50,11,22,11,16592097
"blank1","fifteento49","fiveto14",100,37,33,37,0,33,0,16592097
"blank1","fifteento49","gt49",100,37,12,37,0,12,0,16592097
"blank1","fifteento49","higher",100,66,2,66,2,2,2,5537501
"blank1","fifteento49","male",100,37,50,37,17,50,17,16592097
"blank1","fifteento49","no.birth.reg",100,0,15,0,0,15,0,3148212
"blank1","fifteento49","no.educ",100,66,87,66,57,87,57,5537501
"blank1","fifteento49","no.skilled.attendant",100,100,51,100,51,51,51,3620997
"blank1","fifteento49","non.p20",100,37,30,37,13,30,13,16592097
"blank1","fifteento49","p20",100,37,70,37,24,70,24,16592097
"blank1","fifteento49","primary",100,66,13,66,10,13,10,5537501
"blank1","fifteento49","rural",100,37,78,37,28,78,28,16592097
"blank1","fifteento49","secondary",100,66,4,66,3,4,3,5537501
"blank1","fifteento49","stunted",100,0,34,0,0,34,0,3148212
"blank1","fifteento49","under5",100,37,19,37,0,19,0,16592097
"blank1","fifteento49","urban",100,37,22,37,9,22,9,16592097
"blank1","fiveto14","gt49",100,33,12,33,0,12,0,16592097
"blank1","fiveto14","higher",100,0,2,0,0,2,0,5537501
"blank1","fiveto14","male",100,33,50,33,17,50,17,16592097
"blank1","fiveto14","no.birth.reg",100,0,15,0,0,15,0,3148212
"blank1","fiveto14","no.educ",100,0,87,0,0,87,0,5537501
"blank1","fiveto14","no.skilled.attendant",100,0,51,0,0,51,0,3620997
