"indicator1","indicator2","indicator3","X","Y","Z","X,Y","Y,Z","X,Z","X,Y,Z","pop"
"blank1","blank2","ext",100,100,0,100,0,0,0,9497294
"blank1","blank2","female",100,100,53,100,53,53,53,9497294
"blank1","blank2","fifteento49",100,100,46,100,46,46,46,9497294
"blank1","blank2","fiveto14",100,100,10,100,10,10,10,9497294
"blank1","blank2","gt49",100,100,37,100,37,37,37,9497294
"blank1","blank2","higher",100,100,42,100,42,42,42,6826889
"blank1","blank2","male",100,100,47,100,47,47,47,9497294
"blank1","blank2","no.birth.reg",100,100,,100,,,,564931
"blank1","blank2","no.educ",100,100,4,100,4,4,4,6826889
"blank1","blank2","no.skilled.attendant",100,100,86,100,86,86,86,2354954
"blank1","blank2","non.p20",100,100,100,100,100,100,100,9497294
"blank1","blank2","p20",100,100,0,100,0,0,0,9497294
"blank1","blank2","primary",100,100,96,100,96,96,96,6826889
"blank1","blank2","rural",100,100,28,100,28,28,28,9497294
"blank1","blank2","secondary",100,100,89,100,89,89,89,6826889
"blank1","blank2","stunted",100,100,,100,,,,564931
"blank1","blank2","under5",100,100,7,100,7,7,7,9497294
"blank1","blank2","urban",100,100,72,100,72,72,72,9497294
"blank1","ext","female",100,0,53,0,0,53,0,9497294
"blank1","ext","fifteento49",100,0,46,0,0,46,0,9497294
"blank1","ext","fiveto14",100,0,10,0,0,10,0,9497294
"blank1","ext","gt49",100,0,37,0,0,37,0,9497294
"blank1","ext","higher",100,0,42,0,0,42,0,6826889
"blank1","ext","male",100,0,47,0,0,47,0,9497294
"blank1","ext","no.birth.reg",100,0,,0,0,,0,564931
"blank1","ext","no.educ",100,0,4,0,0,4,0,6826889
"blank1","ext","no.skilled.attendant",100,0,86,0,0,86,0,2354954
"blank1","ext","non.p20",100,0,100,0,0,100,0,9497294
"blank1","ext","p20",100,0,0,0,0,0,0,9497294
"blank1","ext","primary",100,0,96,0,0,96,0,6826889
"blank1","ext","rural",100,0,28,0,0,28,0,9497294
"blank1","ext","secondary",100,0,89,0,0,89,0,6826889
"blank1","ext","stunted",100,0,,0,0,,0,564931
"blank1","ext","under5",100,0,7,0,0,7,0,9497294
"blank1","ext","urban",100,0,72,0,0,72,0,9497294
"blank1","female","fifteento49",100,53,46,53,23,46,23,9497294
"blank1","female","fiveto14",100,53,10,53,5,10,5,9497294
"blank1","female","gt49",100,53,37,53,22,37,22,9497294
"blank1","female","higher",100,55,42,55,22,42,22,6826889
"blank1","female","male",100,53,47,53,0,47,0,9497294
"blank1","female","no.birth.reg",100,48,,48,0,,0,564931
"blank1","female","no.educ",100,55,4,55,3,4,3,6826889
"blank1","female","no.skilled.attendant",100,100,86,100,86,86,86,2354954
"blank1","female","non.p20",100,53,100,53,53,100,53,9497294
"blank1","female","p20",100,53,0,53,0,0,0,9497294
"blank1","female","primary",100,55,96,55,52,96,52,6826889
"blank1","female","rural",100,53,28,53,15,28,15,9497294
"blank1","female","secondary",100,55,89,55,48,89,48,6826889
"blank1","female","stunted",100,48,,48,0,,0,564931
"blank1","female","under5",100,53,7,53,3,7,3,9497294
"blank1","female","urban",100,53,72,53,39,72,39,9497294
"blank1","fifteento49","fiveto14",100,46,10,46,0,10,0,9497294
"blank1","fifteento49","gt49",100,46,37,46,0,37,0,9497294
"blank1","fifteento49","higher",100,49,42,49,25,42,25,6826889
"blank1","fifteento49","male",100,46,47,46,23,47,23,9497294
"blank1","fifteento49","no.birth.reg",100,0,,0,0,,0,564931
"blank1","fifteento49","no.educ",100,49,4,49,0,4,0,6826889
"blank1","fifteento49","no.skilled.attendant",100,100,86,100,86,86,86,2354954
"blank1","fifteento49","non.p20",100,46,100,46,46,100,46,9497294
"blank1","fifteento49","p20",100,46,0,46,0,0,0,9497294
"blank1","fifteento49","primary",100,49,96,49,49,96,49,6826889
"blank1","fifteento49","rural",100,46,28,46,12,28,12,9497294
"blank1","fifteento49","secondary",100,49,89,49,48,89,48,6826889
"blank1","fifteento49","stunted",100,0,,0,0,,0,564931
"blank1","fifteento49","under5",100,46,7,46,0,7,0,9497294
"blank1","fifteento49","urban",100,46,72,46,34,72,34,9497294
"blank1","fiveto14","gt49",100,10,37,10,0,37,0,9497294
"blank1","fiveto14","higher",100,0,42,0,0,42,0,6826889
"blank1","fiveto14","male",100,10,47,10,5,47,5,9497294
"blank1","fiveto14","no.birth.reg",100,0,,0,0,,0,564931
"blank1","fiveto14","no.educ",100,0,4,0,0,4,0,6826889
"blank1","fiveto14","no.skilled.attendant",100,0,86,0,0,86,0,2354954
"blank1","fiveto14","non.p20",100,10,100,10,10,100,10,9497294
"blank1","fiveto14","p20",100,10,0,10,0,0,0,9497294
"blank1","fiveto14","primary",100,0,96,0,0,96,0,6826889
"blank1","fiveto14","rural",100,10,28,10,3,28,3,9497294
