"indicator1","indicator2","indicator3","X","Y","Z","X,Y","Y,Z","X,Z","X,Y,Z","pop"
"blank1","blank2","ext",100,100,27,100,27,27,27,23448202
"blank1","blank2","female",100,100,51,100,51,51,51,23448202
"blank1","blank2","fifteento49",100,100,43,100,43,43,43,23448202
"blank1","blank2","fiveto14",100,100,27,100,27,27,27,23448202
"blank1","blank2","gt49",100,100,10,100,10,10,10,23448202
"blank1","blank2","higher",100,100,,100,,,,7665826
"blank1","blank2","male",100,100,49,100,49,49,49,23448202
"blank1","blank2","no.birth.reg",100,100,,100,,,,4505955
"blank1","blank2","no.educ",100,100,,100,,,,7665826
"blank1","blank2","no.skilled.attendant",100,100,100,100,100,100,100,5185546
"blank1","blank2","non.p20",100,100,59,100,59,59,59,23448202
"blank1","blank2","p20",100,100,41,100,41,41,41,23448202
"blank1","blank2","primary",100,100,,100,,,,7665826
"blank1","blank2","rural",100,100,59,100,59,59,59,23448202
"blank1","blank2","secondary",100,100,,100,,,,7665826
"blank1","blank2","stunted",100,100,,100,,,,4505955
"blank1","blank2","under5",100,100,21,100,21,21,21,23448202
"blank1","blank2","urban",100,100,41,100,41,41,41,23448202
"blank1","ext","female",100,27,51,27,14,51,14,23448202
"blank1","ext","fifteento49",100,27,43,27,10,43,10,23448202
"blank1","ext","fiveto14",100,27,27,27,7,27,7,23448202
"blank1","ext","gt49",100,27,10,27,3,10,3,23448202
"blank1","ext","higher",100,28,,28,0,,0,7665826
"blank1","ext","male",100,27,49,27,14,49,14,23448202
"blank1","ext","no.birth.reg",100,31,,31,0,,0,4505955
"blank1","ext","no.educ",100,28,,28,0,,0,7665826
"blank1","ext","no.skilled.attendant",100,25,100,25,25,100,25,5185546
"blank1","ext","non.p20",100,27,59,27,0,59,0,23448202
"blank1","ext","p20",100,27,41,27,27,41,27,23448202
"blank1","ext","primary",100,28,,28,0,,0,7665826
"blank1","ext","rural",100,27,59,27,26,59,26,23448202
"blank1","ext","secondary",100,28,,28,0,,0,7665826
"blank1","ext","stunted",100,31,,31,0,,0,4505955
"blank1","ext","under5",100,27,21,27,7,21,7,23448202
"blank1","ext","urban",100,27,41,27,2,41,2,23448202
"blank1","female","fifteento49",100,51,43,51,22,43,22,23448202
"blank1","female","fiveto14",100,51,27,51,13,27,13,23448202
"blank1","female","gt49",100,51,10,51,5,10,5,23448202
"blank1","female","higher",100,49,,49,0,,0,7665826
"blank1","female","male",100,51,49,51,0,49,0,23448202
"blank1","female","no.birth.reg",100,51,,51,0,,0,4505955
"blank1","female","no.educ",100,49,,49,0,,0,7665826
"blank1","female","no.skilled.attendant",100,100,100,100,100,100,100,5185546
"blank1","female","non.p20",100,51,59,51,30,59,30,23448202
"blank1","female","p20",100,51,41,51,21,41,21,23448202
"blank1","female","primary",100,49,,49,0,,0,7665826
"blank1","female","rural",100,51,59,51,30,59,30,23448202
"blank1","female","secondary",100,49,,49,0,,0,7665826
"blank1","female","stunted",100,51,,51,0,,0,4505955
"blank1","female","under5",100,51,21,51,11,21,11,23448202
"blank1","female","urban",100,51,41,51,21,41,21,23448202
"blank1","fifteento49","fiveto14",100,43,27,43,0,27,0,23448202
"blank1","fifteento49","gt49",100,43,10,43,0,10,0,23448202
"blank1","fifteento49","higher",100,71,,71,0,,0,7665826
"blank1","fifteento49","male",100,43,49,43,21,49,21,23448202
"blank1","fifteento49","no.birth.reg",100,0,,0,0,,0,4505955
"blank1","fifteento49","no.educ",100,71,,71,0,,0,7665826
"blank1","fifteento49","no.skilled.attendant",100,100,100,100,100,100,100,5185546
"blank1","fifteento49","non.p20",100,43,59,43,27,59,27,23448202
"blank1","fifteento49","p20",100,43,41,43,16,41,16,23448202
"blank1","fifteento49","primary",100,71,,71,0,,0,7665826
"blank1","fifteento49","rural",100,43,59,43,23,59,23,23448202
"blank1","fifteento49","secondary",100,71,,71,0,,0,7665826
"blank1","fifteento49","stunted",100,0,,0,0,,0,4505955
"blank1","fifteento49","under5",100,43,21,43,0,21,0,23448202
"blank1","fifteento49","urban",100,43,41,43,20,41,20,23448202
"blank1","fiveto14","gt49",100,27,10,27,0,10,0,23448202
"blank1","fiveto14","higher",100,0,,0,0,,0,7665826
"blank1","fiveto14","male",100,27,49,27,13,49,13,23448202
"blank1","fiveto14","no.birth.reg",100,0,,0,0,,0,4505955
"blank1","fiveto14","no.educ",100,0,,0,0,,0,7665826
"blank1","fiveto14","no.skilled.attendant",100,0,100,0,0,100,0,5185546
"blank1","fiveto14","non.p20",100,27,59,27,16,59,16,23448202
"blank1","fiveto14","p20",100,27,41,27,11,41,11,23448202
"blank1","fiveto14","primary",100,0,,0,0,,0,7665826
