"indicator1","indicator2","indicator3","X","Y","Z","X,Y","Y,Z","X,Z","X,Y,Z","pop"
"blank1","blank2","ext",100,100,0,100,0,0,0,4598294
"blank1","blank2","female",100,100,,100,,,,4598294
"blank1","blank2","fifteento49",100,100,,100,,,,4598294
"blank1","blank2","fiveto14",100,100,,100,,,,4598294
"blank1","blank2","gt49",100,100,,100,,,,4598294
"blank1","blank2","higher",,,,,,,,4598294
"blank1","blank2","male",100,100,,100,,,,4598294
"blank1","blank2","no.birth.reg",,,,,,,,4598294
"blank1","blank2","no.educ",,,,,,,,4598294
"blank1","blank2","no.skilled.attendant",,,,,,,,4598294
"blank1","blank2","non.p20",100,100,99,100,99,99,99,4598294
"blank1","blank2","p20",100,100,1,100,1,1,1,4598294
"blank1","blank2","primary",,,,,,,,4598294
"blank1","blank2","rural",100,100,,100,,,,4598294
"blank1","blank2","secondary",,,,,,,,4598294
"blank1","blank2","stunted",,,,,,,,4598294
"blank1","blank2","under5",100,100,,100,,,,4598294
"blank1","blank2","urban",100,100,,100,,,,4598294
"blank1","ext","female",100,0,,0,,,,4598294
"blank1","ext","fifteento49",100,0,,0,,,,4598294
"blank1","ext","fiveto14",100,0,,0,,,,4598294
"blank1","ext","gt49",100,0,,0,,,,4598294
"blank1","ext","higher",,,,,,,,4598294
"blank1","ext","male",100,0,,0,,,,4598294
"blank1","ext","no.birth.reg",,,,,,,,4598294
"blank1","ext","no.educ",,,,,,,,4598294
"blank1","ext","no.skilled.attendant",,,,,,,,4598294
"blank1","ext","non.p20",100,0,99,0,0,99,0,4598294
"blank1","ext","p20",100,0,1,0,0,1,0,4598294
"blank1","ext","primary",,,,,,,,4598294
"blank1","ext","rural",100,0,,0,,,,4598294
"blank1","ext","secondary",,,,,,,,4598294
"blank1","ext","stunted",,,,,,,,4598294
"blank1","ext","under5",100,0,,0,,,,4598294
"blank1","ext","urban",100,0,,0,,,,4598294
"blank1","female","fifteento49",100,,,,,,,4598294
"blank1","female","fiveto14",100,,,,,,,4598294
"blank1","female","gt49",100,,,,,,,4598294
"blank1","female","higher",,,,,,,,4598294
