"indicator1","indicator2","indicator3","X","Y","Z","X,Y","Y,Z","X,Z","X,Y,Z","pop"
"blank1","blank2","ext",100,100,1,100,1,1,1,110000
"blank1","blank2","female",100,100,,100,,,,110000
"blank1","blank2","fifteento49",100,100,,100,,,,110000
"blank1","blank2","fiveto14",100,100,,100,,,,110000
"blank1","blank2","gt49",100,100,,100,,,,110000
"blank1","blank2","higher",,,,,,,,110000
"blank1","blank2","male",100,100,,100,,,,110000
"blank1","blank2","no.birth.reg",,,,,,,,110000
"blank1","blank2","no.educ",,,,,,,,110000
"blank1","blank2","no.skilled.attendant",,,,,,,,110000
"blank1","blank2","non.p20",100,100,96,100,96,96,96,110000
"blank1","blank2","p20",100,100,4,100,4,4,4,110000
"blank1","blank2","primary",,,,,,,,110000
"blank1","blank2","rural",100,100,,100,,,,110000
"blank1","blank2","secondary",,,,,,,,110000
"blank1","blank2","stunted",,,,,,,,110000
"blank1","blank2","under5",100,100,,100,,,,110000
"blank1","blank2","urban",100,100,,100,,,,110000
"blank1","ext","female",100,1,,1,,,,110000
"blank1","ext","fifteento49",100,1,,1,,,,110000
"blank1","ext","fiveto14",100,1,,1,,,,110000
"blank1","ext","gt49",100,1,,1,,,,110000
"blank1","ext","higher",,,,,,,,110000
"blank1","ext","male",100,1,,1,,,,110000
"blank1","ext","no.birth.reg",,,,,,,,110000
"blank1","ext","no.educ",,,,,,,,110000
"blank1","ext","no.skilled.attendant",,,,,,,,110000
"blank1","ext","non.p20",100,1,96,1,0,96,0,110000
"blank1","ext","p20",100,1,4,1,1,4,1,110000
"blank1","ext","primary",,,,,,,,110000
"blank1","ext","rural",100,1,,1,,,,110000
"blank1","ext","secondary",,,,,,,,110000
"blank1","ext","stunted",,,,,,,,110000
"blank1","ext","under5",100,1,,1,,,,110000
"blank1","ext","urban",100,1,,1,,,,110000
"blank1","female","fifteento49",100,,,,,,,110000
"blank1","female","fiveto14",100,,,,,,,110000
"blank1","female","gt49",100,,,,,,,110000
"blank1","female","higher",,,,,,,,110000
"blank1","female","male",100,,,,,,,110000
"blank1","female","no.birth.reg",,,,,,,,110000
"blank1","female","no.educ",,,,,,,,110000
