"indicator1","indicator2","indicator3","X","Y","Z","X,Y","Y,Z","X,Z","X,Y,Z","pop"
"blank1","blank2","ext",100,100,35,100,35,35,35,36573387
"blank1","blank2","female",100,100,52,100,52,52,52,36573387
"blank1","blank2","fifteento49",100,100,41,100,41,41,41,36573387
"blank1","blank2","fiveto14",100,100,31,100,31,31,31,36573387
"blank1","blank2","gt49",100,100,9,100,9,9,9,36573387
"blank1","blank2","higher",100,100,,100,,,,11440570
"blank1","blank2","male",100,100,48,100,48,48,48,36573387
"blank1","blank2","no.birth.reg",100,100,,100,,,,6940540
"blank1","blank2","no.educ",100,100,,100,,,,11440570
"blank1","blank2","no.skilled.attendant",100,100,,100,,,,8050254
"blank1","blank2","non.p20",100,100,46,100,46,46,46,36573387
"blank1","blank2","p20",100,100,54,100,54,54,54,36573387
"blank1","blank2","primary",100,100,,100,,,,11440570
"blank1","blank2","rural",100,100,81,100,81,81,81,36573387
"blank1","blank2","secondary",100,100,,100,,,,11440570
"blank1","blank2","stunted",100,100,,100,,,,6940540
"blank1","blank2","under5",100,100,19,100,19,19,19,36573387
"blank1","blank2","urban",100,100,19,100,19,19,19,36573387
"blank1","ext","female",100,35,52,35,18,52,18,36573387
"blank1","ext","fifteento49",100,35,41,35,13,41,13,36573387
"blank1","ext","fiveto14",100,35,31,35,11,31,11,36573387
"blank1","ext","gt49",100,35,9,35,3,9,3,36573387
"blank1","ext","higher",100,34,,34,0,,0,11440570
"blank1","ext","male",100,35,48,35,17,48,17,36573387
"blank1","ext","no.birth.reg",100,39,,39,0,,0,6940540
"blank1","ext","no.educ",100,34,,34,0,,0,11440570
"blank1","ext","no.skilled.attendant",100,32,,32,0,,0,8050254
"blank1","ext","non.p20",100,35,46,35,0,46,0,36573387
"blank1","ext","p20",100,35,54,35,35,54,35,36573387
"blank1","ext","primary",100,34,,34,0,,0,11440570
"blank1","ext","rural",100,35,81,35,33,81,33,36573387
"blank1","ext","secondary",100,34,,34,0,,0,11440570
"blank1","ext","stunted",100,39,,39,0,,0,6940540
"blank1","ext","under5",100,35,19,35,7,19,7,36573387
"blank1","ext","urban",100,35,19,35,2,19,2,36573387
"blank1","female","fifteento49",100,52,41,52,21,41,21,36573387
"blank1","female","fiveto14",100,52,31,52,16,31,16,36573387
"blank1","female","gt49",100,52,9,52,5,9,5,36573387
"blank1","female","higher",100,52,,52,0,,0,11440570
"blank1","female","male",100,52,48,52,0,48,0,36573387
"blank1","female","no.birth.reg",100,51,,51,0,,0,6940540
"blank1","female","no.educ",100,52,,52,0,,0,11440570
"blank1","female","no.skilled.attendant",100,100,,100,,,,8050254
"blank1","female","non.p20",100,52,46,52,24,46,24,36573387
"blank1","female","p20",100,52,54,52,28,54,28,36573387
"blank1","female","primary",100,52,,52,0,,0,11440570
"blank1","female","rural",100,52,81,52,42,81,42,36573387
"blank1","female","secondary",100,52,,52,0,,0,11440570
"blank1","female","stunted",100,51,,51,0,,0,6940540
"blank1","female","under5",100,52,19,52,10,19,10,36573387
"blank1","female","urban",100,52,19,52,10,19,10,36573387
"blank1","fifteento49","fiveto14",100,41,31,41,0,31,0,36573387
"blank1","fifteento49","gt49",100,41,9,41,0,9,0,36573387
"blank1","fifteento49","higher",100,73,,73,0,,0,11440570
"blank1","fifteento49","male",100,41,48,41,20,48,20,36573387
"blank1","fifteento49","no.birth.reg",100,0,,0,0,,0,6940540
