"indicator1","indicator2","indicator3","X","Y","Z","X,Y","Y,Z","X,Z","X,Y,Z","pop"
"blank1","blank2","ext",100,100,0,100,0,0,0,67451422
"blank1","blank2","female",100,100,52,100,52,52,52,67451422
"blank1","blank2","fifteento49",100,100,49,100,49,49,49,67451422
"blank1","blank2","fiveto14",100,100,15,100,15,15,15,67451422
"blank1","blank2","gt49",100,100,30,100,30,30,30,67451422
"blank1","blank2","higher",100,100,19,100,19,19,19,45961539
"blank1","blank2","male",100,100,48,100,48,48,48,67451422
"blank1","blank2","no.birth.reg",100,100,0,100,0,0,0,3880155
"blank1","blank2","no.educ",100,100,44,100,44,44,44,45961539
"blank1","blank2","no.skilled.attendant",100,100,88,100,88,88,88,18059273
"blank1","blank2","non.p20",100,100,100,100,100,100,100,67451422
"blank1","blank2","p20",100,100,0,100,0,0,0,67451422
"blank1","blank2","primary",100,100,56,100,56,56,56,45961539
"blank1","blank2","rural",100,100,58,100,58,58,58,67451422
"blank1","blank2","secondary",100,100,38,100,38,38,38,45961539
"blank1","blank2","stunted",100,100,16,100,16,16,16,3880155
"blank1","blank2","under5",100,100,7,100,7,7,7,67451422
"blank1","blank2","urban",100,100,42,100,42,42,42,67451422
"blank1","ext","female",100,0,52,0,0,52,0,67451422
"blank1","ext","fifteento49",100,0,49,0,0,49,0,67451422
"blank1","ext","fiveto14",100,0,15,0,0,15,0,67451422
"blank1","ext","gt49",100,0,30,0,0,30,0,67451422
"blank1","ext","higher",100,0,19,0,0,19,0,45961539
"blank1","ext","male",100,0,48,0,0,48,0,67451422
"blank1","ext","no.birth.reg",100,0,0,0,0,0,0,3880155
"blank1","ext","no.educ",100,0,44,0,0,44,0,45961539
"blank1","ext","no.skilled.attendant",100,0,88,0,0,88,0,18059273
"blank1","ext","non.p20",100,0,100,0,0,100,0,67451422
"blank1","ext","p20",100,0,0,0,0,0,0,67451422
"blank1","ext","primary",100,0,56,0,0,56,0,45961539
"blank1","ext","rural",100,0,58,0,0,58,0,67451422
"blank1","ext","secondary",100,0,38,0,0,38,0,45961539
"blank1","ext","stunted",100,0,16,0,0,16,0,3880155
"blank1","ext","under5",100,0,7,0,0,7,0,67451422
"blank1","ext","urban",100,0,42,0,0,42,0,67451422
"blank1","female","fifteento49",100,52,49,52,25,49,25,67451422
"blank1","female","fiveto14",100,52,15,52,7,15,7,67451422
"blank1","female","gt49",100,52,30,52,16,30,16,67451422
"blank1","female","higher",100,54,19,54,10,19,10,45961539
"blank1","female","male",100,52,48,52,0,48,0,67451422
"blank1","female","no.birth.reg",100,50,0,50,0,0,0,3880155
"blank1","female","no.educ",100,54,44,54,26,44,26,45961539
"blank1","female","no.skilled.attendant",100,100,88,100,88,88,88,18059273
"blank1","female","non.p20",100,52,100,52,52,100,52,67451422
"blank1","female","p20",100,52,0,52,0,0,0,67451422
"blank1","female","primary",100,54,56,54,28,56,28,45961539
"blank1","female","rural",100,52,58,52,30,58,30,67451422
"blank1","female","secondary",100,54,38,54,18,38,18,45961539
"blank1","female","stunted",100,50,16,50,8,16,8,3880155
"blank1","female","under5",100,52,7,52,3,7,3,67451422
"blank1","female","urban",100,52,42,52,22,42,22,67451422
"blank1","fifteento49","fiveto14",100,49,15,49,0,15,0,67451422
"blank1","fifteento49","gt49",100,49,30,49,0,30,0,67451422
"blank1","fifteento49","higher",100,55,19,55,15,19,15,45961539
"blank1","fifteento49","male",100,49,48,49,23,48,23,67451422
"blank1","fifteento49","no.birth.reg",100,0,0,0,0,0,0,3880155
"blank1","fifteento49","no.educ",100,55,44,55,9,44,9,45961539
"blank1","fifteento49","no.skilled.attendant",100,100,88,100,88,88,88,18059273
"blank1","fifteento49","non.p20",100,49,100,49,49,100,49,67451422
"blank1","fifteento49","p20",100,49,0,49,0,0,0,67451422
"blank1","fifteento49","primary",100,55,56,55,46,56,46,45961539
"blank1","fifteento49","rural",100,49,58,49,26,58,26,67451422
"blank1","fifteento49","secondary",100,55,38,55,30,38,30,45961539
"blank1","fifteento49","stunted",100,0,16,0,0,16,0,3880155
"blank1","fifteento49","under5",100,49,7,49,0,7,0,67451422
"blank1","fifteento49","urban",100,49,42,49,22,42,22,67451422
"blank1","fiveto14","gt49",100,15,30,15,0,30,0,67451422
"blank1","fiveto14","higher",100,0,19,0,0,19,0,45961539
"blank1","fiveto14","male",100,15,48,15,7,48,7,67451422
"blank1","fiveto14","no.birth.reg",100,0,0,0,0,0,0,3880155
"blank1","fiveto14","no.educ",100,0,44,0,0,44,0,45961539
"blank1","fiveto14","no.skilled.attendant",100,0,88,0,0,88,0,18059273
"blank1","fiveto14","non.p20",100,15,100,15,15,100,15,67451422
"blank1","fiveto14","p20",100,15,0,15,0,0,0,67451422
"blank1","fiveto14","primary",100,0,56,0,0,56,0,45961539
"blank1","fiveto14","rural",100,15,58,15,9,58,9,67451422
"blank1","fiveto14","secondary",100,0,38,0,0,38,0,45961539
"blank1","fiveto14","stunted",100,0,16,0,0,16,0,3880155
"blank1","fiveto14","under5",100,15,7,15,0,7,0,67451422
"blank1","fiveto14","urban",100,15,42,15,6,42,6,67451422
"blank1","gt49","higher",100,45,19,45,4,19,4,45961539
"blank1","gt49","male",100,30,48,30,13,48,13,67451422
"blank1","gt49","no.birth.reg",100,0,0,0,0,0,0,3880155
"blank1","gt49","no.educ",100,45,44,45,35,44,35,45961539
"blank1","gt49","no.skilled.attendant",100,0,88,0,0,88,0,18059273
"blank1","gt49","non.p20",100,30,100,30,30,100,30,67451422
"blank1","gt49","p20",100,30,0,30,0,0,0,67451422
"blank1","gt49","primary",100,45,56,45,10,56,10,45961539
"blank1","gt49","rural",100,30,58,30,18,58,18,67451422
"blank1","gt49","secondary",100,45,38,45,8,38,8,45961539
"blank1","gt49","stunted",100,0,16,0,0,16,0,3880155
"blank1","gt49","under5",100,30,7,30,0,7,0,67451422
"blank1","gt49","urban",100,30,42,30,12,42,12,67451422
"blank1","higher","male",100,19,46,19,9,46,9,45961539
"blank1","higher","no.birth.reg",,,,,,,,45961539
"blank1","higher","no.educ",100,19,44,19,0,44,0,45961539
"blank1","higher","no.skilled.attendant",100,27,89,27,24,89,24,13489737
"blank1","higher","non.p20",100,19,100,19,19,100,19,45961539
"blank1","higher","p20",100,19,0,19,0,0,0,45961539
"blank1","higher","primary",100,19,56,19,19,56,19,45961539
"blank1","higher","rural",100,19,57,19,7,57,7,45961539
"blank1","higher","secondary",100,19,38,19,19,38,19,45961539
"blank1","higher","stunted",,,,,,,,45961539
"blank1","higher","under5",100,19,0,19,0,0,0,45961539
"blank1","higher","urban",100,19,43,19,12,43,12,45961539
"blank1","male","no.birth.reg",100,50,0,50,0,0,0,3880155
"blank1","male","no.educ",100,46,44,46,18,44,18,45961539
"blank1","male","no.skilled.attendant",100,0,88,0,0,88,0,18059273
"blank1","male","non.p20",100,48,100,48,47,100,47,67451422
"blank1","male","p20",100,48,0,48,0,0,0,67451422
"blank1","male","primary",100,46,56,46,29,56,29,45961539
