"indicator1","indicator2","indicator3","X","Y","Z","X,Y","Y,Z","X,Z","X,Y,Z","pop"
"blank1","blank2","ext",100,100,18,100,18,18,18,2346592
"blank1","blank2","female",100,100,52,100,52,52,52,2346592
"blank1","blank2","fifteento49",100,100,49,100,49,49,49,2346592
"blank1","blank2","fiveto14",100,100,24,100,24,24,24,2346592
"blank1","blank2","gt49",100,100,13,100,13,13,13,2346592
"blank1","blank2","higher",100,100,10,100,10,10,10,972676
"blank1","blank2","male",100,100,48,100,48,48,48,2346592
"blank1","blank2","no.birth.reg",100,100,8,100,8,8,8,321170
"blank1","blank2","no.educ",100,100,36,100,36,36,36,972676
"blank1","blank2","no.skilled.attendant",100,100,47,100,47,47,47,624523
"blank1","blank2","non.p20",100,100,68,100,68,68,68,2346592
"blank1","blank2","p20",100,100,32,100,32,32,32,2346592
"blank1","blank2","primary",100,100,64,100,64,64,64,972676
"blank1","blank2","rural",100,100,53,100,53,53,53,2346592
"blank1","blank2","secondary",100,100,26,100,26,26,26,972676
"blank1","blank2","stunted",100,100,19,100,19,19,19,321170
"blank1","blank2","under5",100,100,14,100,14,14,14,2346592
"blank1","blank2","urban",100,100,47,100,47,47,47,2346592
"blank1","ext","female",100,18,52,18,10,52,10,2346592
"blank1","ext","fifteento49",100,18,49,18,7,49,7,2346592
"blank1","ext","fiveto14",100,18,24,18,6,24,6,2346592
"blank1","ext","gt49",100,18,13,18,3,13,3,2346592
"blank1","ext","higher",100,15,10,15,0,10,0,972676
"blank1","ext","male",100,18,48,18,8,48,8,2346592
"blank1","ext","no.birth.reg",100,23,8,23,3,8,3,321170
"blank1","ext","no.educ",100,15,36,15,10,36,10,972676
"blank1","ext","no.skilled.attendant",100,14,47,14,6,47,6,624523
"blank1","ext","non.p20",100,18,68,18,0,68,0,2346592
"blank1","ext","p20",100,18,32,18,18,32,18,2346592
"blank1","ext","primary",100,15,64,15,5,64,5,972676
"blank1","ext","rural",100,18,53,18,17,53,17,2346592
"blank1","ext","secondary",100,15,26,15,1,26,1,972676
"blank1","ext","stunted",100,23,19,23,3,19,3,321170
"blank1","ext","under5",100,18,14,18,3,14,3,2346592
"blank1","ext","urban",100,18,47,18,1,47,1,2346592
"blank1","female","fifteento49",100,52,49,52,25,49,25,2346592
"blank1","female","fiveto14",100,52,24,52,12,24,12,2346592
"blank1","female","gt49",100,52,13,52,8,13,8,2346592
"blank1","female","higher",100,55,10,55,5,10,5,972676
"blank1","female","male",100,52,48,52,0,48,0,2346592
"blank1","female","no.birth.reg",100,51,8,51,4,8,4,321170
"blank1","female","no.educ",100,55,36,55,20,36,20,972676
"blank1","female","no.skilled.attendant",100,100,47,100,47,47,47,624523
"blank1","female","non.p20",100,52,68,52,36,68,36,2346592
"blank1","female","p20",100,52,32,52,17,32,17,2346592
"blank1","female","primary",100,55,64,55,35,64,35,972676
"blank1","female","rural",100,52,53,52,28,53,28,2346592
