"indicator1","indicator2","indicator3","X","Y","Z","X,Y","Y,Z","X,Z","X,Y,Z","pop"
"blank1","blank2","ext",100,100,44,100,44,44,44,50213457
"blank1","blank2","female",100,100,52,100,52,52,52,50213457
"blank1","blank2","fifteento49",100,100,42,100,42,42,42,50213457
"blank1","blank2","fiveto14",100,100,29,100,29,29,29,50213457
"blank1","blank2","gt49",100,100,11,100,11,11,11,50213457
"blank1","blank2","higher",100,100,1,100,1,1,1,17831854
"blank1","blank2","male",100,100,48,100,48,48,48,50213457
"blank1","blank2","no.birth.reg",100,100,79,100,79,79,79,8896045
"blank1","blank2","no.educ",100,100,42,100,42,42,42,17831854
"blank1","blank2","no.skilled.attendant",100,100,,100,,,,11554934
"blank1","blank2","non.p20",100,100,36,100,36,36,36,50213457
"blank1","blank2","p20",100,100,64,100,64,64,64,50213457
"blank1","blank2","primary",100,100,58,100,58,58,58,17831854
"blank1","blank2","rural",100,100,78,100,78,78,78,50213457
"blank1","blank2","secondary",100,100,1,100,1,1,1,17831854
"blank1","blank2","stunted",100,100,,100,,,,8896045
"blank1","blank2","under5",100,100,17,100,17,17,17,50213457
"blank1","blank2","urban",100,100,22,100,22,22,22,50213457
"blank1","ext","female",100,44,52,44,23,52,23,50213457
"blank1","ext","fifteento49",100,44,42,44,16,42,16,50213457
"blank1","ext","fiveto14",100,44,29,44,14,29,14,50213457
"blank1","ext","gt49",100,44,11,44,5,11,5,50213457
"blank1","ext","higher",100,42,1,42,0,1,0,17831854
"blank1","ext","male",100,44,48,44,21,48,21,50213457
"blank1","ext","no.birth.reg",100,51,79,51,46,79,46,8896045
"blank1","ext","no.educ",100,42,42,42,25,42,25,17831854
"blank1","ext","no.skilled.attendant",100,39,,39,0,,0,11554934
"blank1","ext","non.p20",100,44,36,44,0,36,0,50213457
"blank1","ext","p20",100,44,64,44,44,64,44,50213457
"blank1","ext","primary",100,42,58,42,17,58,17,17831854
"blank1","ext","rural",100,44,78,44,43,78,43,50213457
"blank1","ext","secondary",100,42,1,42,0,1,0,17831854
"blank1","ext","stunted",100,51,,51,0,,0,8896045
"blank1","ext","under5",100,44,17,44,9,17,9,50213457
"blank1","ext","urban",100,44,22,44,1,22,1,50213457
"blank1","female","fifteento49",100,52,42,52,23,42,23,50213457
"blank1","female","fiveto14",100,52,29,52,15,29,15,50213457
"blank1","female","gt49",100,52,11,52,6,11,6,50213457
"blank1","female","higher",100,54,1,54,0,1,0,17831854
"blank1","female","male",100,52,48,52,0,48,0,50213457
"blank1","female","no.birth.reg",100,50,79,50,39,79,39,8896045
"blank1","female","no.educ",100,54,42,54,26,42,26,17831854
"blank1","female","no.skilled.attendant",100,100,,100,,,,11554934
"blank1","female","non.p20",100,52,36,52,19,36,19,50213457
"blank1","female","p20",100,52,64,52,33,64,33,50213457
"blank1","female","primary",100,54,58,54,28,58,28,17831854
"blank1","female","rural",100,52,78,52,40,78,40,50213457
"blank1","female","secondary",100,54,1,54,0,1,0,17831854
"blank1","female","stunted",100,50,,50,0,,0,8896045
"blank1","female","under5",100,52,17,52,9,17,9,50213457
"blank1","female","urban",100,52,22,52,11,22,11,50213457
"blank1","fifteento49","fiveto14",100,42,29,42,0,29,0,50213457
"blank1","fifteento49","gt49",100,42,11,42,0,11,0,50213457
"blank1","fifteento49","higher",100,69,1,69,1,1,1,17831854
"blank1","fifteento49","male",100,42,48,42,19,48,19,50213457
"blank1","fifteento49","no.birth.reg",100,0,79,0,0,79,0,8896045
"blank1","fifteento49","no.educ",100,69,42,69,20,42,20,17831854
